cluster	n_atoms	BE_per_atom	E_cluster	BE_category	size_category	energy_category	stability_index	size_efficiency	structural_category	density_category	compactness	be_rank	size_rank	efficiency_rank
C-97510-5923-1167	240	-7.332746217442127	-8.940907813889526	Low	Very Large	Medium E	0.20370462607504675	-1.336922096908954	Intermediate	Low Density	10.134709001634809	2119.0	2616.0	2119.0
C-97510-5923-1168	240	-7.332691848289694	-8.953956410473392	Low	Very Large	Medium E	0.2052386558468515	-1.3369121842078837	Intermediate	Low Density	10.341894282377108	2097.0	2616.0	2097.0
C-97510-5923-1169	240	-7.334789976759948	-8.450405577612381	Very Low	Very Large	Medium E	0.14603980145180018	-1.3372947195133282	Linear	Low Density	10.27420931132959	4479.0	2616.0	4478.0
C-97510-5923-117	240	-7.3264264822665135	-10.45764425603662	Low	Very Large	Low E	0.3820164348038493	-1.3357698691688484	Spherical	Low Density	10.393759423398883	371.0	2616.0	371.0
C-97510-5923-1170	240	-7.335275853831826	-8.333795080361815	Very Low	Very Large	Medium E	0.13233074290759478	-1.3373833056684348	Intermediate	Low Density	10.03504246438853	4895.0	2616.0	4894.0
C-97510-5923-1172	240	-7.331257052561279	-9.29830738529324	Low	Very Large	Medium E	0.24572152647050374	-1.3366505891578182	Linear	Low Density	10.372671149305894	1056.0	2616.0	1056.0
C-97510-5923-1173	240	-7.331422170715657	-9.2586790282423	Low	Very Large	Medium E	0.24106270518402292	-1.3366806938556548	Linear	Low Density	10.276690856402531	1107.0	2616.0	1107.0
C-97510-5923-1174	240	-7.333253988969914	-8.819042647220574	Very Low	Very Large	Medium E	0.18937781379181748	-1.3370146749084577	Linear	Low Density	10.079410996804924	2707.0	2616.0	2707.0
C-97510-5923-1175	240	-7.332766390524463	-8.936066274128947	Low	Very Large	Medium E	0.20313544102234476	-1.3369257749088108	Spherical	Low Density	10.50364342874787	2219.0	2616.0	2219.0
C-97510-5923-1176	240	-7.334404819841605	-8.542843238014727	Very Low	Very Large	Medium E	0.15690703320213376	-1.3372244968737277	Linear	Low Density	9.992799076777402	4069.0	2616.0	4068.0
C-97510-5923-1177	240	-7.33410448146389	-8.614924448666542	Very Low	Very Large	Medium E	0.16538110337642795	-1.3371697385332901	Intermediate	Low Density	10.67963916627761	3769.0	2616.0	3768.0
C-97510-5923-1178	240	-7.333253930587336	-8.819056659039203	Very Low	Very Large	Medium E	0.18937946106069367	-1.3370146642640204	Intermediate	Low Density	9.978081006931442	2673.0	2616.0	2673.0
C-97510-5923-1180	240	-7.33438837887822	-8.546789069227156	Very Low	Very Large	Medium E	0.1573709162347335	-1.337221499321843	Intermediate	Low Density	10.411441837648287	3995.0	2616.0	3994.0
C-97510-5923-1181	240	-7.323597489522892	-11.13660251450588	Medium	Very Large	Low E	0.46183668026957375	-1.3352540811136249	Spherical	Low Density	10.382171764293885	230.0	2616.0	230.0
C-97510-5923-1182	240	-7.330741304630576	-9.42208688866156	Low	Very Large	Medium E	0.26027339356877965	-1.3365565568833409	Spherical	Low Density	10.765761920551883	1022.0	2616.0	1022.0
C-97510-5923-1183	240	-7.332565039683161	-8.984390476041193	Low	Very Large	Medium E	0.20881657032663492	-1.3368890641893907	Intermediate	Low Density	10.430019845088571	1727.0	2616.0	1727.0
C-97510-5923-1184	240	-7.336589141523538	-8.018606034350801	Very Low	Very Large	Medium E	0.0952762307827729	-1.3376227471113245	Linear	Low Density	10.564311721184387	5154.0	2616.0	5153.0
C-97510-5923-1185	240	-7.33512244764016	-8.370612566361684	Very Low	Very Large	Medium E	0.1366591102752249	-1.337355336320886	Intermediate	Low Density	10.464776977891095	4713.0	2616.0	4712.0
C-97510-5923-1186	240	-7.334782745139177	-8.452141166597528	Very Low	Very Large	Medium E	0.1462438421819862	-1.3372934010286406	Intermediate	Low Density	10.358559556081737	4456.0	2616.0	4455.0
C-97510-5923-1188	240	-7.334378478268544	-8.549165215549554	Very Low	Very Large	Medium E	0.15765026268989427	-1.337219694221345	Intermediate	Low Density	10.119410782509773	3940.0	2616.0	3939.0
C-97510-5923-1189	240	-7.332337664246007	-9.038960580958312	Low	Very Large	Medium E	0.215231985582623	-1.336847608609556	Intermediate	Low Density	10.28202667227214	1477.0	2616.0	1477.0
C-97510-5923-119	240	-7.33326400942339	-8.816637738386467	Very Low	Very Large	Medium E	0.18909508593472948	-1.3370165018591358	Linear	Low Density	10.2600326600576	2765.0	2616.0	2765.0
C-97510-5923-1190	240	-7.335176468697492	-8.35764751260194	Very Low	Very Large	Medium E	0.13513490203315504	-1.3373651855565074	Intermediate	Low Density	10.577281407289108	4784.0	2616.0	4783.0
C-97510-5923-1191	240	-7.327610566441871	-10.17346405395103	Low	Very Large	Medium E	0.34860740972160964	-1.3359857539481241	Linear	Low Density	10.527459481385595	460.0	2616.0	460.0
C-97510-5923-1192	240	-7.319912486618265	-12.02100321161639	Medium	Very Large	Low E	0.5658093175456472	-1.3345822234406224	Spherical	Low Density	9.943132496517071	30.0	2616.0	30.0
C-97510-5923-1193	240	-7.335128551843771	-8.36914755749479	Very Low	Very Large	Medium E	0.1364868797059867	-1.3373564492524468	Intermediate	Low Density	10.49395961656739	4719.0	2616.0	4718.0
C-97510-5923-1194	240	-7.334071212239237	-8.622909062583211	Very Low	Very Large	Medium E	0.16631979708084865	-1.3371636728165357	Spherical	Low Density	9.972573675830999	3646.0	2616.0	3645.0
C-97510-5923-1195	240	-7.33235347487336	-9.035166030393428	Low	Very Large	Medium E	0.21478588752914882	-1.3368504912372163	Linear	Low Density	10.382253157462454	1480.0	2616.0	1480.0
C-97510-5923-1197	240	-7.333475726804806	-8.765825566846694	Very Low	Very Large	Medium E	0.18312146391252004	-1.3370551026284956	Intermediate	Low Density	10.327447184660382	3142.0	2616.0	3142.0
C-97510-5923-1198	240	-7.335551571893633	-8.267622745528186	Very Low	Very Large	Medium E	0.12455133681955675	-1.337433575179804	Spherical	Low Density	10.09545137494833	5026.0	2616.0	5025.0
C-97510-5923-1199	240	-7.335349602191715	-8.316095473988275	Very Low	Very Large	Medium E	0.13024992732320717	-1.3373967516283825	Linear	Low Density	10.052841804484787	4928.0	2616.0	4927.0
C-97510-5923-12	240	-7.335024860441334	-8.394033494079897	Very Low	Very Large	Medium E	0.13941254051365526	-1.3373375440124362	Spherical	Low Density	10.352639457191241	4570.0	2616.0	4569.0
C-97510-5923-120	240	-7.33427945834595	-8.572929996971826	Very Low	Very Large	Medium E	0.16044411733842948	-1.3372016406956093	Intermediate	Low Density	10.41495861775507	3817.0	2616.0	3816.0
C-97510-5923-1200	240	-7.33404068618116	-8.630235316521553	Very Low	Very Large	Medium E	0.16718109213163623	-1.3371581072398249	Intermediate	Low Density	10.340397326327	3627.0	2616.0	3627.0
C-97510-5923-1201	240	-7.334009700890904	-8.637671786182946	Very Low	Very Large	Medium E	0.16805534445327466	-1.3371524579349134	Intermediate	Low Density	10.253396090379798	3560.0	2616.0	3560.0
C-97510-5923-1202	240	-7.333259752044196	-8.817659509392929	Very Low	Very Large	Medium E	0.18921520821255355	-1.3370157256445838	Intermediate	Low Density	10.133615126810566	2728.0	2616.0	2728.0
C-97510-5923-1203	240	-7.334641009037227	-8.486157831065311	Very Low	Very Large	Medium E	0.1502429370805006	-1.3372675593970054	Intermediate	Low Density	10.32701570676179	4321.0	2616.0	4320.0
C-97510-5923-1204	240	-7.334161270145221	-8.60129516514694	Very Low	Very Large	Medium E	0.1637788064127065	-1.3371800923680845	Intermediate	Low Density	10.192232630829958	3788.0	2616.0	3787.0
C-97510-5923-1205	240	-7.332565074417673	-8.984382139758566	Low	Very Large	Medium E	0.2088155902897572	-1.3368890705222618	Spherical	Low Density	9.976273120630468	1856.0	2616.0	1856.0
C-97510-5923-1206	240	-7.332430745103824	-9.016621175081962	Low	Very Large	Medium E	0.21260570209855775	-1.3368645793121992	Intermediate	Low Density	10.243909673246025	1498.0	2616.0	1498.0
C-97510-5923-1207	240	-7.3332539480106895	-8.819052477434484	Very Low	Very Large	Medium E	0.18937896945945135	-1.3370146674406838	Linear	Low Density	10.259160717561235	2687.0	2616.0	2687.0
C-97510-5923-1208	240	-7.331260487280407	-9.297483052702407	Low	Very Large	Medium E	0.24562461560903068	-1.3366512153832135	Linear	Low Density	10.676895291465609	1090.0	2616.0	1090.0
C-97510-5923-1209	240	-7.334385912431324	-8.547381016482134	Very Low	Very Large	Medium E	0.15744050722151834	-1.3372210496339283	Linear	Medium Density	10.947639034597625	3988.0	2616.0	3987.0
C-97510-5923-121	240	-7.330182615176934	-9.5561723575359	Low	Very Large	Medium E	0.27603685900336855	-1.336454695417836	Linear	Low Density	10.242365110420177	979.0	2616.0	979.0
C-97510-5923-1210	240	-7.33325393413055	-8.81905580866798	Very Low	Very Large	Medium E	0.18937936108864897	-1.3370146649100267	Spherical	Low Density	10.349070722330735	2676.0	2616.0	2676.0
C-97510-5923-1211	240	-7.334825781806732	-8.441812366384328	Very Low	Very Large	Medium E	0.14502955933307726	-1.3373012475666395	Spherical	Low Density	10.443633024732728	4507.0	2616.0	4506.0
C-97510-5923-1212	240	-7.325685155738104	-10.63556262285481	Medium	Very Large	Low E	0.40293301919640334	-1.3356347089181777	Linear	Low Density	10.27411986248361	334.0	2616.0	334.0
C-97510-5923-1213	240	-7.334649920611113	-8.484019053332705	Very Low	Very Large	Medium E	0.14999149634539607	-1.3372691841743662	Spherical	Low Density	10.34139610921096	4325.0	2616.0	4324.0
C-97510-5923-1214	240	-7.3332514761022	-8.81964573547199	Very Low	Very Large	Medium E	0.18944871454552195	-1.3370142167569994	Intermediate	Low Density	10.083275163654378	2621.0	2616.0	2621.0
C-97510-5923-1215	240	-7.334037158682065	-8.63108191630426	Very Low	Very Large	Medium E	0.16728062078693098	-1.3371574640985862	Spherical	Low Density	10.308855230737723	3620.0	2616.0	3620.0
C-97510-5923-1216	240	-7.335551491619324	-8.26764201136242	Very Low	Very Large	Medium E	0.12455360176529111	-1.337433560544019	Spherical	Low Density	10.496649663420877	5020.0	2616.0	5019.0
C-97510-5923-1217	240	-7.332601442774701	-8.975653734071884	Low	Very Large	Medium E	0.20778945432962928	-1.336895701279511	Spherical	Low Density	10.112508739867438	1977.0	2616.0	1977.0
C-97510-5923-1218	240	-7.335503347971662	-8.279196486800977	Very Low	Very Large	Medium E	0.12591197844639437	-1.3374247828903985	Linear	Low Density	10.37643342428701	5007.0	2616.0	5006.0
C-97510-5923-1219	240	-7.334348476601053	-8.556365615747088	Very Low	Very Large	Medium E	0.15849676202040508	-1.3372142242526561	Linear	Low Density	10.212258204368402	3864.0	2616.0	3863.0
C-97510-5923-122	240	-7.333253939215065	-8.81905458838436	Very Low	Very Large	Medium E	0.18937921762867058	-1.3370146658370465	Linear	Low Density	10.435147964028973	2679.0	2616.0	2679.0
C-97510-5923-1220	240	-7.335343972059509	-8.317446705717717	Very Low	Very Large	Medium E	0.13040878193168332	-1.3373957251305424	Spherical	Low Density	10.474409287119167	4926.0	2616.0	4925.0
C-97510-5923-1221	240	-7.3286640502691744	-9.920627935398016	Low	Very Large	Medium E	0.3188832833946286	-1.3361778273904188	Intermediate	Low Density	10.309285350760522	577.0	2616.0	577.0
C-97510-5923-1222	240	-7.334416949562494	-8.539932105001604	Very Low	Very Large	Medium E	0.1565647922045539	-1.3372267083905869	Spherical	Low Density	10.325105566897527	4110.0	2616.0	4109.0
C-97510-5923-1223	240	-7.331429492185514	-9.25692187547652	Low	Very Large	Medium E	0.24085612935505446	-1.3366820287218215	Intermediate	Low Density	10.222416965259871	1109.0	2616.0	1109.0
C-97510-5923-1224	240	-7.334058079625072	-8.626060889982627	Very Low	Very Large	Medium E	0.1666903347885265	-1.3371612784500124	Spherical	Low Density	10.388001733076853	3637.0	2616.0	3636.0
C-97510-5923-1225	240	-7.334383841345329	-8.547878077120918	Very Low	Very Large	Medium E	0.15749894307042112	-1.3372206720290651	Linear	Low Density	10.752822974789298	3971.0	2616.0	3970.0
C-97510-5923-1226	240	-7.332565132550001	-8.984368187999623	Low	Very Large	Medium E	0.20881395008169248	-1.3368890811210732	Linear	Low Density	10.425031516735075	1939.0	2616.0	1939.0
C-97510-5923-1228	240	-7.332565030729353	-8.984392624955346	Low	Very Large	Medium E	0.20881682295901896	-1.3368890625569132	Intermediate	Low Density	10.154513913939834	1692.0	2616.0	1692.0
C-97510-5923-1229	240	-7.335050194254522	-8.38795337891448	Very Low	Very Large	Medium E	0.1386977450473946	-1.3373421629278666	Intermediate	Low Density	10.394464722699484	4616.0	2616.0	4615.0
C-97510-5923-123	240	-7.329728807232382	-9.665086264228483	Low	Very Large	Medium E	0.28884108468056047	-1.3363719561751521	Intermediate	Low Density	10.382999261601093	872.0	2616.0	872.0
C-97510-5923-1230	240	-7.3351995064568545	-8.352118450355018	Very Low	Very Large	Medium E	0.13448488990023816	-1.3373693858504547	Spherical	Low Density	10.113316197749068	4796.0	2616.0	4795.0
C-97510-5923-1231	240	-7.318389331969538	-12.38656032731095	High	Very Large	Low E	0.6087852418274583	-1.3343045186017382	Linear	Low Density	10.488633320881512	24.0	2616.0	24.0
C-97510-5923-1232	240	-7.332594278534399	-8.97737315174415	Low	Very Large	Medium E	0.20799159391472596	-1.336894395079776	Intermediate	Low Density	10.682572557558437	1968.0	2616.0	1968.0
C-97510-5923-1233	240	-7.333745868673584	-8.700991518339881	Very Low	Very Large	Medium E	0.17549939053495986	-1.337104355476332	Spherical	Low Density	10.363775195069374	3386.0	2616.0	3386.0
C-97510-5923-1234	240	-7.326842959940429	-10.35768961429709	Low	Very Large	Low E	0.3702654855524429	-1.3358458022761204	Linear	Low Density	10.436682492566055	417.0	2616.0	417.0
C-97510-5923-1235	240	-7.328922940401743	-9.858494303581567	Low	Very Large	Medium E	0.3115786786101736	-1.3362250287974549	Spherical	Low Density	10.547235900028397	772.0	2616.0	772.0
C-97510-5923-1236	240	-7.332565065309267	-8.98438432577592	Low	Very Large	Medium E	0.2088158472841137	-1.3368890688615975	Spherical	Low Density	10.367076203425038	1827.0	2616.0	1827.0
C-97510-5923-1237	240	-7.334902135452912	-8.423487491300998	Very Low	Very Large	Medium E	0.14287523539781063	-1.3373151685279998	Linear	Low Density	10.21987511964675	4526.0	2616.0	4525.0
C-97510-5923-1239	240	-7.334811559372605	-8.445225750574807	Very Low	Very Large	Medium E	0.14543084639386938	-1.3372986545017915	Linear	Low Density	10.330020127293658	4501.0	2616.0	4500.0
C-97510-5923-124	240	-7.332661704316516	-8.961190964036156	Low	Very Large	Medium E	0.20608917034315297	-1.3369066882937153	Intermediate	Low Density	10.26018520936453	2066.0	2616.0	2066.0
C-97510-5923-1241	240	-7.332626300039423	-8.969687990538358	Low	Very Large	Medium E	0.20708810471457645	-1.3369002333095978	Spherical	Low Density	9.940109215731018	2039.0	2616.0	2039.0
C-97510-5923-1242	240	-7.3332731584436175	-8.814441973531773	Very Low	Very Large	Medium E	0.1888369456330311	-1.3370181699282253	Intermediate	Low Density	10.404717207309096	2822.0	2616.0	2822.0
C-97510-5923-1243	240	-7.334082626178673	-8.620169717118497	Very Low	Very Large	Medium E	0.16599775191138405	-1.337165753830578	Intermediate	Low Density	10.266468590089245	3684.0	2616.0	3683.0
C-97510-5923-1245	240	-7.333253909700021	-8.819061671994906	Very Low	Very Large	Medium E	0.189380050397875	-1.3370146604558	Spherical	Low Density	10.442367674005522	2660.0	2616.0	2660.0
C-97510-5923-1246	240	-7.328922986073591	-9.858483342338076	Low	Very Large	Medium E	0.3115773899754931	-1.3362250371244448	Linear	Low Density	10.519524136789613	790.0	2616.0	790.0
C-97510-5923-1247	240	-7.336267004086179	-8.095919019317163	Very Low	Very Large	Medium E	0.1043653630831889	-1.3375640143193424	Spherical	Low Density	10.459591736830903	5104.0	2616.0	5103.0
C-97510-5923-1248	240	-7.332893532484984	-8.90555220360369	Very Low	Very Large	Medium E	0.19954812093440713	-1.3369489557051217	Spherical	Low Density	10.43545374835028	2386.0	2616.0	2386.0
C-97510-5923-1249	240	-7.332565039839434	-8.98439043853581	Low	Very Large	Medium E	0.20881656591739928	-1.3368890642178826	Intermediate	Low Density	10.248685210941568	1729.0	2616.0	1729.0
C-97510-5923-125	240	-7.334417033808029	-8.539911886073071	Very Low	Very Large	Medium E	0.15656241521037545	-1.3372267237504145	Spherical	Low Density	9.831054165466115	4117.0	2616.0	4116.0
C-97510-5923-1250	240	-7.32872936434737	-9.904952556631171	Low	Very Large	Medium E	0.31704044170982787	-1.3361897355939472	Spherical	Low Density	10.489566257002231	586.0	2616.0	586.0
C-97510-5923-1251	240	-7.333053305371854	-8.867206710754958	Very Low	Very Large	Medium E	0.19504011677730201	-1.3369780858422637	Linear	Low Density	10.42137644833946	2463.0	2616.0	2463.0
C-97510-5923-1252	240	-7.334660644509214	-8.481445317788399	Very Low	Very Large	Medium E	0.14968892074469584	-1.3372711393785846	Intermediate	Low Density	10.342002003846298	4334.0	2616.0	4333.0
C-97510-5923-1253	240	-7.329971059909613	-9.606945621692784	Low	Very Large	Medium E	0.28200590696406685	-1.3364161242054673	Intermediate	Low Density	10.240743012996898	902.0	2616.0	902.0
C-97510-5923-1254	240	-7.332756243097022	-8.938501656714497	Low	Very Large	Medium E	0.2034217514595051	-1.3369239248079658	Linear	Low Density	10.26971898571319	2139.0	2616.0	2139.0
C-97510-5923-1255	240	-7.332213421921967	-9.06877873872778	Low	Very Large	Medium E	0.21873749220666666	-1.336824956481219	Spherical	Low Density	10.050273152148844	1435.0	2616.0	1435.0
C-97510-5923-1256	240	-7.333407336248388	-8.78223930038664	Very Low	Very Large	Medium E	0.18505110866439664	-1.337042633514826	Linear	Medium Density	10.896854711081875	3091.0	2616.0	3091.0
C-97510-5923-1259	240	-7.333132201829046	-8.848271561028968	Very Low	Very Large	Medium E	0.19281404723588572	-1.3369924704144092	Spherical	Medium Density	10.887101368324242	2517.0	2616.0	2517.0
C-97510-5923-126	240	-7.323597434763853	-11.13661565667535	Medium	Very Large	Low E	0.461838225300027	-1.3352540711298388	Intermediate	Low Density	10.439339157271931	195.0	2616.0	195.0
C-97510-5923-1260	240	-7.332750296271892	-8.939928894745798	Low	Very Large	Medium E	0.20358954158293238	-1.3369228405699891	Linear	Low Density	10.089735513325396	2136.0	2616.0	2136.0
C-97510-5923-1261	240	-7.328895197779489	-9.86515253292264	Low	Very Large	Medium E	0.3123614388074718	-1.3362199707027633	Spherical	Low Density	10.688006548867198	721.0	2616.0	721.0
C-97510-5923-1262	240	-7.33287776436767	-8.909336551758996	Very Low	Very Large	Medium E	0.19999301956392096	-1.336946080827983	Spherical	Medium Density	11.042563423540997	2380.0	2616.0	2380.0
C-97510-5923-1263	240	-7.333730809837041	-8.704605639109934	Very Low	Very Large	Medium E	0.17592427675356404	-1.3371016099167925	Intermediate	Low Density	10.202567826498198	3379.0	2616.0	3379.0
C-97510-5923-1264	240	-7.332307009725813	-9.046317665804656	Low	Very Large	Medium E	0.21609690520182492	-1.3368420196113548	Linear	Low Density	10.274091929502166	1457.0	2616.0	1457.0
C-97510-5923-1265	240	-7.332565001680582	-8.984399596660404	Low	Very Large	Medium E	0.20881764257231344	-1.3368890572606784	Linear	Low Density	10.576043663117714	1604.0	2616.0	1604.0
C-97510-5923-1266	240	-7.3350758438363455	-8.381797479277148	Very Low	Very Large	Medium E	0.13797404014504472	-1.337346839414915	Intermediate	Low Density	10.551709182510724	4625.0	2616.0	4624.0
C-97510-5923-1267	240	-7.3330809691708465	-8.860567398996775	Very Low	Very Large	Medium E	0.19425958058430365	-1.3369831295657284	Linear	Low Density	10.548046515240438	2482.0	2616.0	2482.0
C-97510-5923-1268	240	-7.333443301816548	-8.773607564028373	Very Low	Very Large	Medium E	0.18403633742282094	-1.3370491908347408	Intermediate	Low Density	10.303450467549188	3111.0	2616.0	3111.0
C-97510-5923-1269	240	-7.332132815885518	-9.088124187475632	Low	Very Large	Medium E	0.2210117976568638	-1.3368102602148981	Spherical	Low Density	10.46903801152879	1373.0	2616.0	1373.0
C-97510-5923-127	240	-7.336359830285383	-8.073640731508098	Very Low	Very Large	Medium E	0.10174626481124525	-1.3375809385920785	Intermediate	Low Density	10.219318481510667	5108.0	2616.0	5107.0
C-97510-5923-1271	240	-7.334424011222631	-8.538237306568487	Very Low	Very Large	Medium E	0.1563655469265856	-1.3372279958876854	Spherical	Medium Density	11.003830515760917	4126.0	2616.0	4125.0
C-97510-5923-1272	240	-7.334365816625567	-8.5522040098637	Very Low	Very Large	Medium E	0.15800751190966777	-1.3372173857233038	Intermediate	Low Density	10.521943578255195	3905.0	2616.0	3904.0
C-97510-5923-1273	240	-7.33347566668705	-8.765839995107848	Very Low	Very Large	Medium E	0.18312316013955676	-1.3370550916676969	Intermediate	Low Density	10.584403227993667	3133.0	2616.0	3133.0
C-97510-5923-1274	240	-7.332564998122548	-8.984400450588462	Low	Very Large	Medium E	0.20881774296250968	-1.33688905661197	Spherical	Low Density	10.385236120038048	1591.0	2616.0	1591.0
C-97510-5923-1275	240	-7.327486020365151	-10.20335511236387	Low	Very Large	Medium E	0.35212148675062344	-1.3359630464389436	Intermediate	Low Density	10.448922181961333	451.0	2616.0	451.0
C-97510-5923-1276	240	-7.332592586421555	-8.977779258826876	Low	Very Large	Medium E	0.20803933700735458	-1.3368940865701147	Spherical	Low Density	10.153649265248815	1966.0	2616.0	1966.0
C-97510-5923-1277	240	-7.33684142818431	-7.958057235765681	Very Low	Very Large	Medium E	0.08815794345737614	-1.3376687445591482	Linear	Low Density	10.758360560347155	5174.0	2616.0	5173.0
C-97510-5923-1278	240	-7.334640844772568	-8.486197254583727	Very Low	Very Large	Medium E	0.15024757182036846	-1.3372675294479186	Linear	Low Density	10.317856258359047	4288.0	2616.0	4287.0
C-97510-5923-1279	240	-7.331883972802592	-9.147846527377864	Low	Very Large	Medium E	0.22803292417137952	-1.3367648906076104	Spherical	Low Density	10.205353705324997	1248.0	2616.0	1248.0
C-97510-5923-128	240	-7.323832652316786	-11.08016344397134	Medium	Very Large	Low E	0.45520154415077707	-1.335296956501127	Intermediate	Low Density	9.931216479276229	254.0	2616.0	254.0
C-97510-5923-1281	240	-7.334036495696198	-8.631241032912449	Very Low	Very Large	Medium E	0.1672993269836051	-1.3371573432215735	Spherical	Low Density	10.436136088564426	3616.0	2616.0	3616.0
C-97510-5923-1282	240	-7.333253889531373	-8.819066512470522	Very Low	Very Large	Medium E	0.18938061945781498	-1.3370146567786088	Spherical	Low Density	10.256353548671742	2652.0	2616.0	2652.0
C-97510-5923-1283	240	-7.334973672493248	-8.406318601620375	Very Low	Very Large	Medium E	0.14085681236281025	-1.3373282113154	Linear	Low Density	10.74500073975073	4543.0	2616.0	4542.0
C-97510-5923-1284	240	-7.333435557947796	-8.775466092528747	Very Low	Very Large	Medium E	0.18425483126873085	-1.3370477789558972	Intermediate	Medium Density	10.888342689500965	3108.0	2616.0	3108.0
C-97510-5923-1285	240	-7.334169953832812	-8.599211080125148	Very Low	Very Large	Medium E	0.16353379550674316	-1.337181675596725	Intermediate	Low Density	10.143579294307738	3791.0	2616.0	3790.0
C-97510-5923-1286	240	-7.339106720799386	-7.414387008147258	Very Low	Very Large	High E	0.024242539999833414	-1.3380817575918174	Intermediate	Low Density	10.329191358542598	5221.0	2616.0	5220.0
C-97510-5923-1287	240	-7.334340090014231	-8.558378396584594	Very Low	Very Large	Medium E	0.15873339020557384	-1.3372126951920684	Spherical	Low Density	10.072540581340899	3854.0	2616.0	3853.0
C-97510-5923-1288	240	-7.328895169172148	-9.865159398684169	Low	Very Large	Medium E	0.31236224596578516	-1.3362199654870113	Linear	Low Density	10.642449827538536	691.0	2616.0	691.0
C-97510-5923-129	240	-7.334399307205422	-8.544166270698572	Very Low	Very Large	Medium E	0.1570625726513917	-1.3372234917980157	Intermediate	Low Density	10.213699903812286	4048.0	2616.0	4047.0
C-97510-5923-1290	240	-7.32359732528229	-11.13664193225022	Medium	Very Large	Low E	0.4618413143306408	-1.3352540511689244	Spherical	Low Density	9.928716368165682	156.0	2616.0	156.0
C-97510-5923-1291	240	-7.331257113453167	-9.29829277123982	Low	Very Large	Medium E	0.24571980840125238	-1.3366506002597585	Linear	Low Density	10.235522406505055	1075.0	2616.0	1075.0
C-97510-5923-1292	240	-7.331835978186919	-9.159365235139378	Low	Very Large	Medium E	0.22938709590358944	-1.3367561401258232	Spherical	Low Density	10.266856638233092	1212.0	2616.0	1212.0
C-97510-5923-1293	240	-7.330243167827892	-9.54163972130568	Low	Very Large	Medium E	0.2743283613502771	-1.3364657355076868	Intermediate	Low Density	10.326054588561826	990.0	2616.0	990.0
C-97510-5923-1294	240	-7.335257540100598	-8.338190375856275	Very Low	Very Large	Medium E	0.13284746622732382	-1.3373799666694801	Spherical	Low Density	10.689252178251612	4886.0	2616.0	4885.0
C-97510-5923-1295	240	-7.334640853206982	-8.486195230324265	Very Low	Very Large	Medium E	0.15024733384273425	-1.3372675309856992	Intermediate	Low Density	10.035254457253956	4293.0	2616.0	4292.0
C-97510-5923-1296	240	-7.335551574676332	-8.267622077680246	Very Low	Very Large	Medium E	0.12455125830548137	-1.3374335756871518	Linear	Low Density	10.465509683050952	5027.0	2616.0	5026.0
C-97510-5923-1297	240	-7.333372806733041	-8.790526384070098	Very Low	Very Large	Medium E	0.18602536156659594	-1.337036338019156	Intermediate	Low Density	10.217052030148459	2981.0	2616.0	2981.0
C-97510-5923-1298	240	-7.334237106799201	-8.583094368191732	Very Low	Very Large	Medium E	0.16163906945167053	-1.3371939190703126	Linear	Low Density	10.68738455398987	3807.0	2616.0	3806.0
C-97510-5923-1299	240	-7.336751159197399	-7.979721792624367	Very Low	Very Large	Medium E	0.09070488978992958	-1.3376522865228697	Spherical	Low Density	10.596882547413909	5164.0	2616.0	5163.0
C-97510-5923-13	240	-7.336519294422129	-8.035369338688978	Very Low	Very Large	Medium E	0.09724697206235446	-1.3376100124372325	Linear	Low Density	10.018599623350509	5141.0	2616.0	5140.0
C-97510-5923-130	240	-7.334294093817982	-8.569417483684553	Very Low	Very Large	Medium E	0.1600311763817216	-1.3372043090664185	Spherical	Low Density	10.405714953026312	3820.0	2616.0	3819.0
C-97510-5923-1300	240	-7.327068748831689	-10.30350028039476	Low	Very Large	Low E	0.3638948348095378	-1.3358869685934878	Intermediate	Low Density	10.01479777536608	436.0	2616.0	436.0
C-97510-5923-1301	240	-7.334363820921828	-8.552682978761133	Very Low	Very Large	Medium E	0.1580638208424833	-1.3372170218622963	Intermediate	Low Density	10.345369492841069	3890.0	2616.0	3889.0
C-97510-5923-1304	240	-7.332565095210509	-8.984377149477977	Low	Very Large	Medium E	0.20881500361831065	-1.3368890743132564	Linear	Low Density	10.75415714039418	1904.0	2616.0	1904.0
C-97510-5923-1305	240	-7.332766434070095	-8.936055823177243	Low	Very Large	Medium E	0.20313421237902562	-1.3369257828481442	Intermediate	Low Density	10.133451699590795	2277.0	2616.0	2277.0
C-97510-5923-1306	240	-7.334436549965099	-8.535228008376281	Very Low	Very Large	Medium E	0.1560117653540068	-1.337230281978241	Intermediate	Low Density	10.460727980099849	4156.0	2616.0	4155.0
C-97510-5923-1308	240	-7.335382322835191	-8.308242519553929	Very Low	Very Large	Medium E	0.1293267118784497	-1.3374027173266338	Linear	Low Density	10.174990985605337	4936.0	2616.0	4935.0
C-97510-5923-1309	240	-7.320866864073947	-11.79195262225271	Medium	Very Large	Low E	0.5388814850330884	-1.3347562275956084	Spherical	Low Density	10.322356212268328	41.0	2616.0	41.0
C-97510-5923-1310	240	-7.335109521896483	-8.373714744844195	Very Low	Very Large	Medium E	0.13702381111635117	-1.337352979671436	Linear	Low Density	10.682647449904765	4666.0	2616.0	4665.0
