cluster	n_atoms	BE_per_atom	E_cluster	BE_category	size_category	energy_category	stability_index	size_efficiency	structural_category	density_category	compactness	be_rank	size_rank	efficiency_rank
C-53965-5632-370	240	-7.329728655660696	-9.665122641433054	Low	Very Large	Medium E	0.2888453612872075	-1.3363719285402755	Intermediate	Low Density	10.22197308081566	854.0	2616.0	854.0
C-53965-5632-371	240	-7.332951255092187	-8.891698777875055	Very Low	Very Large	Medium E	0.19791947318116962	-1.3369594798152942	Linear	Low Density	10.20775656566262	2393.0	2616.0	2393.0
C-53965-5632-372	240	-7.335195015587033	-8.353196259112003	Very Low	Very Large	Medium E	0.13461160013388523	-1.3373685670653883	Spherical	Low Density	10.207405117364543	4795.0	2616.0	4794.0
C-53965-5632-373	240	-7.332989563367675	-8.882504791757952	Very Low	Very Large	Medium E	0.19683860227413108	-1.3369664642626589	Intermediate	Low Density	10.384924954025372	2430.0	2616.0	2430.0
C-53965-5632-374	240	-7.331257118728028	-9.298291505273344	Low	Very Large	Medium E	0.24571965957063568	-1.3366506012214827	Spherical	Low Density	10.355909772338967	1078.0	2616.0	1078.0
C-53965-5632-375	240	-7.333870317840024	-8.67112371839423	Very Low	Very Large	Medium E	0.1719880478368878	-1.3371270453166213	Intermediate	Low Density	10.25560390327545	3433.0	2616.0	3433.0
C-53965-5632-376	240	-7.3352243419688925	-8.34615792746587	Very Low	Very Large	Medium E	0.1337841540388219	-1.3373739139145453	Intermediate	Low Density	10.308903465827807	4838.0	2616.0	4837.0
C-53965-5632-377	240	-7.333526370290817	-8.753671130203966	Very Low	Very Large	Medium E	0.1816925541022159	-1.3370643360580328	Intermediate	Medium Density	10.845864502778177	3168.0	2616.0	3168.0
C-53965-5632-378	240	-7.333962740696157	-8.648942232922172	Very Low	Very Large	Medium E	0.16938032992037352	-1.3371438960509792	Intermediate	Low Density	10.379275927910607	3522.0	2616.0	3522.0
C-53965-5632-379	240	-7.334381417583685	-8.548459779915765	Very Low	Very Large	Medium E	0.15756732968960502	-1.3372202301236173	Intermediate	Low Density	10.52068774751039	3960.0	2616.0	3959.0
C-53965-5632-38	240	-7.323627737550507	-11.12934298787827	Medium	Very Large	Low E	0.46098322986941487	-1.3352595959992226	Intermediate	Low Density	10.289165953985815	248.0	2616.0	248.0
C-53965-5632-382	240	-7.332072584727102	-9.102579665495238	Low	Very Large	Medium E	0.22271122437340357	-1.336799278740261	Intermediate	Low Density	9.704604150822574	1342.0	2616.0	1342.0
C-53965-5632-384	240	-7.3352395148713345	-8.3425164308796	Very Low	Very Large	Medium E	0.13335604944220178	-1.3373766802708253	Linear	Low Density	10.246933633830867	4854.0	2616.0	4853.0
C-53965-5632-385	240	-7.331898760541077	-9.14429747014144	Low	Very Large	Medium E	0.22761568700509832	-1.3367675867399675	Intermediate	Low Density	10.398102067562883	1256.0	2616.0	1256.0
C-53965-5632-386	240	-7.323597523943508	-11.13659425355792	Medium	Very Large	Low E	0.4618357090892836	-1.3352540873892658	Linear	Low Density	10.127094688862082	240.0	2616.0	240.0
C-53965-5632-387	240	-7.334839048438793	-8.438628374689628	Very Low	Very Large	Medium E	0.14465524030025942	-1.3373036663675948	Linear	Low Density	10.221794184978217	4511.0	2616.0	4510.0
C-53965-5632-389	240	-7.335312420838818	-8.325018998683715	Very Low	Very Large	Medium E	0.1312990020236201	-1.3373899726439737	Spherical	Low Density	10.235437528896416	4911.0	2616.0	4910.0
C-53965-5632-39	240	-7.333666531832836	-8.720032360119093	Very Low	Very Large	Medium E	0.17773788553191727	-1.3370898906125075	Intermediate	Low Density	10.194838064069714	3345.0	2616.0	3345.0
C-53965-5632-390	240	-7.332565038140123	-8.98439084637036	Low	Very Large	Medium E	0.208816613863586	-1.3368890639080606	Intermediate	Low Density	9.890311557505383	1723.0	2616.0	1723.0
C-53965-5632-391	240	-7.334379742511018	-8.548861797355475	Very Low	Very Large	Medium E	0.15761459199231065	-1.3372199247207581	Intermediate	Low Density	10.585531690364908	3947.0	2616.0	3946.0
C-53965-5632-392	240	-7.333282336913576	-8.81223914074162	Very Low	Very Large	Medium E	0.18857797440494203	-1.3370198433666534	Spherical	Low Density	10.223765809035521	2845.0	2616.0	2845.0
C-53965-5632-393	240	-7.327552810510408	-10.18732547750204	Low	Very Large	Medium E	0.3502369977213974	-1.3359752237622005	Intermediate	Low Density	10.538004880846891	453.0	2616.0	453.0
C-53965-5632-394	240	-7.327023470505575	-10.31436707866189	Low	Very Large	Low E	0.3651723662252205	-1.3358787133514682	Spherical	Low Density	10.205966438417517	435.0	2616.0	435.0
C-53965-5632-395	240	-7.333978414061338	-8.645180625278744	Very Low	Very Large	Medium E	0.16893810472950727	-1.3371467536527046	Intermediate	Low Density	10.536225006733343	3536.0	2616.0	3536.0
C-53965-5632-396	240	-7.332337615916246	-9.038972180100895	Low	Very Large	Medium E	0.21523334921052095	-1.3368475997979696	Spherical	Low Density	10.421544225081716	1467.0	2616.0	1467.0
C-53965-5632-397	240	-7.333253893858965	-8.819065473848186	Very Low	Very Large	Medium E	0.18938049735448825	-1.3370146575676245	Spherical	Low Density	10.393950147211726	2655.0	2616.0	2655.0
C-53965-5632-398	240	-7.331890382502641	-9.146308199366104	Low	Very Large	Medium E	0.22785207399690585	-1.33676605923794	Spherical	Low Density	10.11556679462037	1249.0	2616.0	1249.0
C-53965-5632-399	240	-7.332565045045087	-8.984389189178923	Low	Very Large	Medium E	0.20881641903948453	-1.3368890651669887	Linear	Low Density	10.127809880480454	1754.0	2616.0	1754.0
C-53965-5632-4	240	-7.32894664969289	-9.85280407370637	Low	Very Large	Medium E	0.31090971915686316	-1.3362293515265249	Linear	Low Density	10.612405959005244	797.0	2616.0	797.0
C-53965-5632-40	240	-7.329042001310029	-9.829919685593095	Low	Very Large	Medium E	0.3082193660257912	-1.3362467362389026	Linear	Low Density	10.315762421914084	802.0	2616.0	802.0
C-53965-5632-400	240	-7.332645011567988	-8.965197223682884	Low	Very Large	Medium E	0.2065601575127148	-1.3369036448358205	Linear	Low Density	10.488084811380602	2057.0	2616.0	2057.0
C-53965-5632-401	240	-7.333567280122041	-8.743852770710122	Very Low	Very Large	Medium E	0.18053828010217826	-1.3370717948266473	Spherical	Low Density	10.615407166921829	3198.0	2616.0	3198.0
C-53965-5632-402	240	-7.328895157924209	-9.865162098189774	Low	Very Large	Medium E	0.31236256332722784	-1.3362199634362628	Linear	Low Density	10.376407847136464	674.0	2616.0	674.0
C-53965-5632-403	240	-7.334640851067545	-8.486195743789201	Very Low	Very Large	Medium E	0.150247394207114	-1.3372675305956323	Linear	Low Density	10.396965372589566	4291.0	2616.0	4290.0
C-53965-5632-404	240	-7.334640875863271	-8.486189792814928	Very Low	Very Large	Medium E	0.1502466945938085	-1.3372675351164427	Linear	Low Density	9.815445767860359	4303.0	2616.0	4302.0
C-53965-5632-406	240	-7.324289358114717	-10.97055405246785	Medium	Very Large	Low E	0.44231555532006545	-1.3353802240866857	Linear	Low Density	10.232630327601722	304.0	2616.0	304.0
C-53965-5632-407	240	-7.333636617324672	-8.72721184207871	Very Low	Very Large	Medium E	0.17858192565539024	-1.3370844365348948	Linear	Low Density	10.643444408513194	3282.0	2616.0	3282.0
C-53965-5632-408	240	-7.332565002599807	-8.984399376046323	Low	Very Large	Medium E	0.20881761663629367	-1.3368890574282737	Spherical	Low Density	10.455004826692914	1607.0	2616.0	1607.0
